Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds with the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2015,8,4,5,502510
2015,8,4,6,470861
2015,8,4,7,445404
2015,8,4,8,428331
2015,8,4,9,419120
2015,8,4,10,422491
2015,8,4,11,436149
2015,8,4,12,455198
2015,8,4,13,477385
2015,8,4,14,505938
2015,8,4,15,539414
2015,8,4,16,574510
2015,8,4,17,604288
2015,8,4,18,629476
2015,8,4,19,647787
2015,8,4,20,660404
2015,8,4,21,667787
2015,8,4,22,668904
2015,8,4,23,661249
2015,8,4,24,645732
2015,8,5,1,628304
2015,8,5,2,610254
2015,8,5,3,577960
2015,8,5,4,537644
2015,8,5,5,501969
2015,8,5,6,469739
2015,8,5,7,445623
2015,8,5,8,428557
2015,8,5,9,419919
2015,8,5,10,422888
2015,8,5,11,436640
2015,8,5,12,455144
2015,8,5,13,476801
2015,8,5,14,504231
2015,8,5,15,537038
2015,8,5,16,568853
2015,8,5,17,597393
2015,8,5,18,621842
2015,8,5,19,640665
2015,8,5,20,652294
2015,8,5,21,658598
2015,8,5,22,657568
2015,8,5,23,650048
2015,8,5,24,635107
2015,8,6,1,619360
2015,8,6,2,601546
2015,8,6,3,570972
2015,8,6,4,532719
2015,8,6,5,497114
2015,8,6,6,466193
2015,8,6,7,442114
2015,8,6,8,424812
2015,8,6,9,417081
2015,8,6,10,421249
2015,8,6,11,435680
2015,8,6,12,453731
2015,8,6,13,472428
2015,8,6,14,496480
2015,8,6,15,524035
2015,8,6,16,550587
2015,8,6,17,573304
2015,8,6,18,593702
2015,8,6,19,610252
2015,8,6,20,620546
2015,8,6,21,626903
2015,8,6,22,627007
2015,8,6,23,620506
2015,8,6,24,608060
2015,8,7,1,596770
2015,8,7,2,580586
2015,8,7,3,553709
2015,8,7,4,519071
2015,8,7,5,487415
2015,8,7,6,458555
2015,8,7,7,435109
2015,8,7,8,418762
2015,8,7,9,411359
2015,8,7,10,416265
2015,8,7,11,429656
2015,8,7,12,447533
2015,8,7,13,466731
2015,8,7,14,492662
2015,8,7,15,520263
2015,8,7,16,546379
2015,8,7,17,568731
2015,8,7,18,587571
2015,8,7,19,604897
2015,8,7,20,617453
2015,8,7,21,625462
2015,8,7,22,627404
2015,8,7,23,620887
2015,8,7,24,606081
2015,8,8,1,590557
2015,8,8,2,574497
2015,8,8,3,547398
2015,8,8,4,512880
2015,8,8,5,480581
2015,8,8,6,451715
2015,8,8,7,428283
2015,8,8,8,410851
2015,8,8,9,399908
2015,8,8,10,395918
2015,8,8,11,397652
2015,8,8,12,404306
2015,8,8,13,421617
2015,8,8,14,448099
2015,8,8,15,478791
2015,8,8,16,508284
2015,8,8,17,532993
2015,8,8,18,553575
2015,8,8,19,569733
2015,8,8,20,580803
2015,8,8,21,590070
2015,8,8,22,593225
2015,8,8,23,589566
2015,8,8,24,578404
2015,8,9,1,565295
2015,8,9,2,552625
2015,8,9,3,528948
2015,8,9,4,498020
2015,8,9,5,468141
2015,8,9,6,441920
2015,8,9,7,419593
2015,8,9,8,402277
2015,8,9,9,390761
2015,8,9,10,384574
2015,8,9,11,382373
2015,8,9,12,386884
2015,8,9,13,404276
2015,8,9,14,432013
2015,8,9,15,464385
2015,8,9,16,495727
2015,8,9,17,525654
2015,8,9,18,551556
2015,8,9,19,572534
2015,8,9,20,588274
2015,8,9,21,601053
2015,8,9,22,609349
2015,8,9,23,608216
2015,8,9,24,599751
2015,8,10,1,590604
2015,8,10,2,577359
2015,8,10,3,551297
2015,8,10,4,515971
2015,8,10,5,483044
2015,8,10,6,454040
2015,8,10,7,431354
2015,8,10,8,416049
2015,8,10,9,410291
2015,8,10,10,416540
2015,8,10,11,433219
2015,8,10,12,454006
2015,8,10,13,475642
2015,8,10,14,502202
2015,8,10,15,532945
2015,8,10,16,561829
2015,8,10,17,588246
2015,8,10,18,610640
2015,8,10,19,627401
2015,8,10,20,637979
2015,8,10,21,644518
2015,8,10,22,646036
2015,8,10,23,640403
2015,8,10,24,628195
2015,8,11,1,616226
2015,8,11,2,598576
2015,8,11,3,568079
2015,8,11,4,529473
2015,8,11,5,493723
2015,8,11,6,463608
2015,8,11,7,440074
2015,8,11,8,423818
2015,8,11,9,417416
2015,8,11,10,422856
2015,8,11,11,440084
2015,8,11,12,458169
2015,8,11,13,477511
2015,8,11,14,502048
2015,8,11,15,531391
2015,8,11,16,560257
2015,8,11,17,586882
2015,8,11,18,609257
2015,8,11,19,627194
2015,8,11,20,638788
2015,8,11,21,646640
2015,8,11,22,646675
2015,8,11,23,639800
2015,8,11,24,623994
2015,8,12,1,607801
2015,8,12,2,589776
2015,8,12,3,559160
2015,8,12,4,520771
2015,8,12,5,484771
2015,8,12,6,454089
2015,8,12,7,430222
2015,8,12,8,414080
2015,8,12,9,406332
2015,8,12,10,409611
2015,8,12,11,424699
2015,8,12,12,443961
2015,8,12,13,466434
2015,8,12,14,493589
2015,8,12,15,522802
2015,8,12,16,551780
2015,8,12,17,577812
2015,8,12,18,601194
2015,8,12,19,621456
2015,8,12,20,636141
2015,8,12,21,646929
2015,8,12,22,650864
2015,8,12,23,644518
2015,8,12,24,629811
2015,8,13,1,612989
2015,8,13,2,594850
2015,8,13,3,563558
2015,8,13,4,522893
2015,8,13,5,485565
2015,8,13,6,453882
2015,8,13,7,429965
2015,8,13,8,413296
2015,8,13,9,404581
2015,8,13,10,408443
2015,8,13,11,423637
2015,8,13,12,442315
2015,8,13,13,463646
2015,8,13,14,488801
2015,8,13,15,518868
2015,8,13,16,549482
2015,8,13,17,577925
2015,8,13,18,601677
2015,8,13,19,623704
2015,8,13,20,639131
2015,8,13,21,649346
2015,8,13,22,653248
2015,8,13,23,646842
2015,8,13,24,631396
2015,8,14,1,615983
2015,8,14,2,597869
2015,8,14,3,565609
2015,8,14,4,527028
2015,8,14,5,490157
2015,8,14,6,457734
2015,8,14,7,432970
2015,8,14,8,415809
2015,8,14,9,406999
2015,8,14,10,409728
2015,8,14,11,424819
2015,8,14,12,444686
2015,8,14,13,464434
2015,8,14,14,490897
2015,8,14,15,522252
2015,8,14,16,553515
2015,8,14,17,584293
2015,8,14,18,611683
2015,8,14,19,634947
2015,8,14,20,651737
2015,8,14,21,662761
2015,8,14,22,662029
2015,8,14,23,650461
2015,8,14,24,630270
2015,8,15,1,612065
2015,8,15,2,592320
2015,8,15,3,559957
2015,8,15,4,522675
2015,8,15,5,489039
2015,8,15,6,458626
2015,8,15,7,433421
2015,8,15,8,413420
2015,8,15,9,400330
